disease,pageid,url
Microvillus,162350,https://en.wikipedia.org/wiki/Microvillus
Benign lymphoepithelial lesion,3812033,https://en.wikipedia.org/wiki/Benign_lymphoepithelial_lesion
Miller syndrome,25596368,https://en.wikipedia.org/wiki/Miller_syndrome
Mixed connective tissue disease,5595694,https://en.wikipedia.org/wiki/Mixed_connective_tissue_disease
Cryoglobulinemic vasculitis,22280237,https://en.wikipedia.org/wiki/Cryoglobulinemic_vasculitis
MOG antibody disease,49378040,https://en.wikipedia.org/wiki/MOG_antibody_disease
Monilethrix,9714690,https://en.wikipedia.org/wiki/Monilethrix
Mowat–Wilson syndrome,5821650,https://en.wikipedia.org/wiki/Mowat–Wilson_syndrome
Moyamoya disease,1502970,https://en.wikipedia.org/wiki/Moyamoya_disease
Pityriasis lichenoides et varioliformis acuta,261568,https://en.wikipedia.org/wiki/Pityriasis_lichenoides_et_varioliformis_acuta
Muckle–Wells syndrome,6250625,https://en.wikipedia.org/wiki/Muckle–Wells_syndrome
Mucopolysaccharidosis,544505,https://en.wikipedia.org/wiki/Mucopolysaccharidosis
Morquio syndrome,2556386,https://en.wikipedia.org/wiki/Morquio_syndrome
Mucopolysaccharidosis type I,25733404,https://en.wikipedia.org/wiki/Mucopolysaccharidosis_type_I
Hurler syndrome,1123708,https://en.wikipedia.org/wiki/Hurler_syndrome
Hunter syndrome,5650081,https://en.wikipedia.org/wiki/Hunter_syndrome
Sanfilippo syndrome,817107,https://en.wikipedia.org/wiki/Sanfilippo_syndrome
Sly syndrome,79995,https://en.wikipedia.org/wiki/Sly_syndrome
Mucormycosis,17303328,https://en.wikipedia.org/wiki/Mucormycosis
Zygomycosis,1438572,https://en.wikipedia.org/wiki/Zygomycosis
Mucous membrane pemphigoid,30862414,https://en.wikipedia.org/wiki/Mucous_membrane_pemphigoid
Mulibrey nanism,1639903,https://en.wikipedia.org/wiki/Mulibrey_nanism
Multifocal motor neuropathy,31030642,https://en.wikipedia.org/wiki/Multifocal_motor_neuropathy
Multiple endocrine neoplasia type 1,2574340,https://en.wikipedia.org/wiki/Multiple_endocrine_neoplasia_type_1
Multiple endocrine neoplasia type 2,2574378,https://en.wikipedia.org/wiki/Multiple_endocrine_neoplasia_type_2
Multiple myeloma,292137,https://en.wikipedia.org/wiki/Multiple_myeloma
RANKL,6421581,https://en.wikipedia.org/wiki/RANKL
Syndecan,10916000,https://en.wikipedia.org/wiki/Syndecan
Elotuzumab,18864393,https://en.wikipedia.org/wiki/Elotuzumab
Osteoprotegerin,1022353,https://en.wikipedia.org/wiki/Osteoprotegerin
Indatuximab ravtansine,33052075,https://en.wikipedia.org/wiki/Indatuximab_ravtansine
Mapatumumab,9700653,https://en.wikipedia.org/wiki/Mapatumumab
Multiple sclerosis,50603,https://en.wikipedia.org/wiki/Multiple_sclerosis
Autoimmune disease,19468046,https://en.wikipedia.org/wiki/Autoimmune_disease
TNF inhibitor,6173922,https://en.wikipedia.org/wiki/TNF_inhibitor
George Jelinek,59509730,https://en.wikipedia.org/wiki/George_Jelinek
Euphoria,11563109,https://en.wikipedia.org/wiki/Euphoria
Otilimab,57748667,https://en.wikipedia.org/wiki/Otilimab
Dopamine,48548,https://en.wikipedia.org/wiki/Dopamine
Paced Auditory Serial Addition Test,19803562,https://en.wikipedia.org/wiki/Paced_Auditory_Serial_Addition_Test
Histamine,395877,https://en.wikipedia.org/wiki/Histamine
Wayne Dobson,17987673,https://en.wikipedia.org/wiki/Wayne_Dobson
IL2RA,15921412,https://en.wikipedia.org/wiki/IL2RA
Susan Kennedy,4895415,https://en.wikipedia.org/wiki/Susan_Kennedy
Neurogenic bowel dysfunction,58516445,https://en.wikipedia.org/wiki/Neurogenic_bowel_dysfunction
Neuroinflammation,41120962,https://en.wikipedia.org/wiki/Neuroinflammation
Perivascular space,2583286,https://en.wikipedia.org/wiki/Perivascular_space
HLA-DQB1,14083831,https://en.wikipedia.org/wiki/HLA-DQB1
Multiple sulfatase deficiency,16619311,https://en.wikipedia.org/wiki/Multiple_sulfatase_deficiency
Multiple system atrophy,861802,https://en.wikipedia.org/wiki/Multiple_system_atrophy
Substantia nigra,46425,https://en.wikipedia.org/wiki/Substantia_nigra
Susana Schnarndorf,55749343,https://en.wikipedia.org/wiki/Susana_Schnarndorf
Mumps,59171,https://en.wikipedia.org/wiki/Mumps
MUMPS,19723,https://en.wikipedia.org/wiki/MUMPS
Parotid gland,331749,https://en.wikipedia.org/wiki/Parotid_gland
Breakthrough infection,8077915,https://en.wikipedia.org/wiki/Breakthrough_infection
Parotitis,1478416,https://en.wikipedia.org/wiki/Parotitis
Syncytium,571538,https://en.wikipedia.org/wiki/Syncytium
Undefined variable,2720560,https://en.wikipedia.org/wiki/Undefined_variable
Myasthenia gravis,18998,https://en.wikipedia.org/wiki/Myasthenia_gravis
Thymus,56265,https://en.wikipedia.org/wiki/Thymus
Neuromuscular junction disease,18327609,https://en.wikipedia.org/wiki/Neuromuscular_junction_disease
Acetylcholine,52649,https://en.wikipedia.org/wiki/Acetylcholine
Mycosis fungoides,1410487,https://en.wikipedia.org/wiki/Mycosis_fungoides
Lutzner cells,24678469,https://en.wikipedia.org/wiki/Lutzner_cells
Myhre syndrome,42454990,https://en.wikipedia.org/wiki/Myhre_syndrome
Myocarditis,452461,https://en.wikipedia.org/wiki/Myocarditis
Viral cardiomyopathy,39928469,https://en.wikipedia.org/wiki/Viral_cardiomyopathy
HIV associated cardiomyopathy,43111664,https://en.wikipedia.org/wiki/HIV_associated_cardiomyopathy
Pfizer–BioNTech COVID-19 vaccine,65797150,https://en.wikipedia.org/wiki/Pfizer–BioNTech_COVID-19_vaccine
SCAR-Fc,35143854,https://en.wikipedia.org/wiki/SCAR-Fc
Myotonia congenita,2775601,https://en.wikipedia.org/wiki/Myotonia_congenita
Myotonic dystrophy,8276508,https://en.wikipedia.org/wiki/Myotonic_dystrophy
Exonic splicing silencer,9951136,https://en.wikipedia.org/wiki/Exonic_splicing_silencer
CAPNS1,14763449,https://en.wikipedia.org/wiki/CAPNS1
Nager acrofacial dysostosis,23119687,https://en.wikipedia.org/wiki/Nager_acrofacial_dysostosis
Nail–patella syndrome,5566394,https://en.wikipedia.org/wiki/Nail–patella_syndrome
Nance–Horan syndrome,39073096,https://en.wikipedia.org/wiki/Nance–Horan_syndrome
Narcolepsy,18835541,https://en.wikipedia.org/wiki/Narcolepsy
Pandemrix,18125422,https://en.wikipedia.org/wiki/Pandemrix
H3 receptor antagonist,18242075,https://en.wikipedia.org/wiki/H3_receptor_antagonist
Methylphenidate,205878,https://en.wikipedia.org/wiki/Methylphenidate
Jorge Veytia,21271045,https://en.wikipedia.org/wiki/Jorge_Veytia
CHKB (gene),15029537,https://en.wikipedia.org/wiki/CHKB_(gene)
Necrotizing enterocolitis,2183811,https://en.wikipedia.org/wiki/Necrotizing_enterocolitis
Probiotic,731740,https://en.wikipedia.org/wiki/Probiotic
Necrotizing fasciitis,287543,https://en.wikipedia.org/wiki/Necrotizing_fasciitis
Calcitonin gene-related peptide receptor antagonist,36579839,https://en.wikipedia.org/wiki/Calcitonin_gene-related_peptide_receptor_antagonist
Avita Medical,30862620,https://en.wikipedia.org/wiki/Avita_Medical
Nemaline myopathy,1900228,https://en.wikipedia.org/wiki/Nemaline_myopathy
Neonatal cholestasis,5761655,https://en.wikipedia.org/wiki/Neonatal_cholestasis
Neonatal hemochromatosis,3738852,https://en.wikipedia.org/wiki/Neonatal_hemochromatosis
Neonatal lupus erythematosus,20752714,https://en.wikipedia.org/wiki/Neonatal_lupus_erythematosus
Neonatal-onset multisystem inflammatory disease,6364856,https://en.wikipedia.org/wiki/Neonatal-onset_multisystem_inflammatory_disease
Nephrogenic diabetes insipidus,3454399,https://en.wikipedia.org/wiki/Nephrogenic_diabetes_insipidus
Vasopressin receptor antagonist,20697876,https://en.wikipedia.org/wiki/Vasopressin_receptor_antagonist
Nephrogenic systemic fibrosis,12102438,https://en.wikipedia.org/wiki/Nephrogenic_systemic_fibrosis
Breast MRI,5641106,https://en.wikipedia.org/wiki/Breast_MRI
Neu–Laxova syndrome,44611130,https://en.wikipedia.org/wiki/Neu–Laxova_syndrome
Neuroacanthocytosis,3398277,https://en.wikipedia.org/wiki/Neuroacanthocytosis
Neurofibromatosis type II,2792071,https://en.wikipedia.org/wiki/Neurofibromatosis_type_II
Neuroleptic malignant syndrome,99277,https://en.wikipedia.org/wiki/Neuroleptic_malignant_syndrome
Hyperthermia,75654,https://en.wikipedia.org/wiki/Hyperthermia
Neuromyelitis optica spectrum disorder,1273094,https://en.wikipedia.org/wiki/Neuromyelitis_optica_spectrum_disorder
Neurotrophic keratitis,52864005,https://en.wikipedia.org/wiki/Neurotrophic_keratitis
Nevoid basal-cell carcinoma syndrome,4819032,https://en.wikipedia.org/wiki/Nevoid_basal-cell_carcinoma_syndrome
Odontogenic keratocyst,7456329,https://en.wikipedia.org/wiki/Odontogenic_keratocyst
Schimmelpenning syndrome,21723048,https://en.wikipedia.org/wiki/Schimmelpenning_syndrome
NGLY1 deficiency,56198097,https://en.wikipedia.org/wiki/NGLY1_deficiency
"Niemann–Pick disease, type C",20058343,"https://en.wikipedia.org/wiki/Niemann–Pick_disease,_type_C"
Nocardiosis,1024017,https://en.wikipedia.org/wiki/Nocardiosis
Non-24-hour sleep–wake disorder,1315495,https://en.wikipedia.org/wiki/Non-24-hour_sleep–wake_disorder
Circadian rhythm sleep disorder,5329800,https://en.wikipedia.org/wiki/Circadian_rhythm_sleep_disorder
Glycine encephalopathy,4003388,https://en.wikipedia.org/wiki/Glycine_encephalopathy
Noonan syndrome,988477,https://en.wikipedia.org/wiki/Noonan_syndrome
PTPN11,6062401,https://en.wikipedia.org/wiki/PTPN11
Central giant-cell granuloma,7455781,https://en.wikipedia.org/wiki/Central_giant-cell_granuloma
LZTR1,16858360,https://en.wikipedia.org/wiki/LZTR1
Noonan syndrome with multiple lentigines,6062461,https://en.wikipedia.org/wiki/Noonan_syndrome_with_multiple_lentigines
Norrie disease,1971959,https://en.wikipedia.org/wiki/Norrie_disease
Norse,22059,https://en.wikipedia.org/wiki/Norse
Ocular albinism,17707093,https://en.wikipedia.org/wiki/Ocular_albinism
Ocular albinism type 1,19894764,https://en.wikipedia.org/wiki/Ocular_albinism_type_1
Oculomotor apraxia,37993904,https://en.wikipedia.org/wiki/Oculomotor_apraxia
Goldenhar syndrome,3359155,https://en.wikipedia.org/wiki/Goldenhar_syndrome
Oculodentodigital dysplasia,15548786,https://en.wikipedia.org/wiki/Oculodentodigital_dysplasia
Cross syndrome,20237096,https://en.wikipedia.org/wiki/Cross_syndrome
Oculocerebrocutaneous syndrome,27166353,https://en.wikipedia.org/wiki/Oculocerebrocutaneous_syndrome
Oculocutaneous albinism,3572371,https://en.wikipedia.org/wiki/Oculocutaneous_albinism
Oculopharyngeal muscular dystrophy,1039516,https://en.wikipedia.org/wiki/Oculopharyngeal_muscular_dystrophy
DNA-directed RNA interference,39654121,https://en.wikipedia.org/wiki/DNA-directed_RNA_interference
Ogilvie syndrome,4100992,https://en.wikipedia.org/wiki/Ogilvie_syndrome
Olivopontocerebellar atrophy,1283995,https://en.wikipedia.org/wiki/Olivopontocerebellar_atrophy
Ollier disease,6898610,https://en.wikipedia.org/wiki/Ollier_disease
Enchondromatosis,12969534,https://en.wikipedia.org/wiki/Enchondromatosis
Opsoclonus myoclonus syndrome,877316,https://en.wikipedia.org/wiki/Opsoclonus_myoclonus_syndrome
Optic nerve hypoplasia,928781,https://en.wikipedia.org/wiki/Optic_nerve_hypoplasia
Orofaciodigital syndrome,23105927,https://en.wikipedia.org/wiki/Orofaciodigital_syndrome
Ornithine transcarbamylase deficiency,1086440,https://en.wikipedia.org/wiki/Ornithine_transcarbamylase_deficiency
Juberg-Hayward syndrome,63600553,https://en.wikipedia.org/wiki/Juberg-Hayward_syndrome
Orthostatic hypotension,101956,https://en.wikipedia.org/wiki/Orthostatic_hypotension
Blood pressure,56558,https://en.wikipedia.org/wiki/Blood_pressure
Osteogenesis imperfecta,891521,https://en.wikipedia.org/wiki/Osteogenesis_imperfecta
Sp7 transcription factor,15183374,https://en.wikipedia.org/wiki/Sp7_transcription_factor
Osteomyelitis,595094,https://en.wikipedia.org/wiki/Osteomyelitis
Kingella kingae,19897741,https://en.wikipedia.org/wiki/Kingella_kingae
Mouth infection,16159527,https://en.wikipedia.org/wiki/Mouth_infection
Avascular necrosis,1498676,https://en.wikipedia.org/wiki/Avascular_necrosis
Tooth mobility,42515484,https://en.wikipedia.org/wiki/Tooth_mobility
Osteopetrosis,526100,https://en.wikipedia.org/wiki/Osteopetrosis
V-ATPase,4256142,https://en.wikipedia.org/wiki/V-ATPase
Osteosarcoma,309888,https://en.wikipedia.org/wiki/Osteosarcoma
Ovarian cancer,414192,https://en.wikipedia.org/wiki/Ovarian_cancer
Saturated fat,264746,https://en.wikipedia.org/wiki/Saturated_fat
Hormone replacement therapy,19526030,https://en.wikipedia.org/wiki/Hormone_replacement_therapy
Bevacizumab,1527537,https://en.wikipedia.org/wiki/Bevacizumab
Sorafenib,3492951,https://en.wikipedia.org/wiki/Sorafenib
Metronomic therapy,63591264,https://en.wikipedia.org/wiki/Metronomic_therapy
Paul Sugarbaker,57196230,https://en.wikipedia.org/wiki/Paul_Sugarbaker
Auranofin,6045310,https://en.wikipedia.org/wiki/Auranofin
Bradley Monk,67697351,https://en.wikipedia.org/wiki/Bradley_Monk
International Federation of Gynaecology and Obstetrics,3219726,https://en.wikipedia.org/wiki/International_Federation_of_Gynaecology_and_Obstetrics
True hermaphroditism,4280045,https://en.wikipedia.org/wiki/True_hermaphroditism
Pachydermoperiostosis,3255240,https://en.wikipedia.org/wiki/Pachydermoperiostosis
Pachyonychia congenita,9345204,https://en.wikipedia.org/wiki/Pachyonychia_congenita
Paget's disease of bone,650007,https://en.wikipedia.org/wiki/Paget's_disease_of_bone
Paget's disease,650029,https://en.wikipedia.org/wiki/Paget's_disease
Paget's disease of the breast,726615,https://en.wikipedia.org/wiki/Paget's_disease_of_the_breast
Pallister–Hall syndrome,4940873,https://en.wikipedia.org/wiki/Pallister–Hall_syndrome
Pustulosis palmaris et plantaris,21100114,https://en.wikipedia.org/wiki/Pustulosis_palmaris_et_plantaris
Pantothenate kinase-associated neurodegeneration,3356443,https://en.wikipedia.org/wiki/Pantothenate_kinase-associated_neurodegeneration
Papillitis,30803138,https://en.wikipedia.org/wiki/Papillitis
Papillon–Lefèvre syndrome,6062100,https://en.wikipedia.org/wiki/Papillon–Lefèvre_syndrome
Paracoccidioidomycosis,6061701,https://en.wikipedia.org/wiki/Paracoccidioidomycosis
Paroxysmal cold hemoglobinuria,4486791,https://en.wikipedia.org/wiki/Paroxysmal_cold_hemoglobinuria
Donath–Landsteiner hemolytic anemia,59917213,https://en.wikipedia.org/wiki/Donath–Landsteiner_hemolytic_anemia
Paroxysmal nocturnal hemoglobinuria,513180,https://en.wikipedia.org/wiki/Paroxysmal_nocturnal_hemoglobinuria
Decay-accelerating factor,5989819,https://en.wikipedia.org/wiki/Decay-accelerating_factor
Parry–Romberg syndrome,7793376,https://en.wikipedia.org/wiki/Parry–Romberg_syndrome
Intermediate uveitis,9333081,https://en.wikipedia.org/wiki/Intermediate_uveitis
Parsonage–Turner syndrome,6513803,https://en.wikipedia.org/wiki/Parsonage–Turner_syndrome
Partial androgen insensitivity syndrome,5960699,https://en.wikipedia.org/wiki/Partial_androgen_insensitivity_syndrome
Hypertrophic cardiomyopathy,606009,https://en.wikipedia.org/wiki/Hypertrophic_cardiomyopathy
Peeling skin syndrome,21345985,https://en.wikipedia.org/wiki/Peeling_skin_syndrome
Pelizaeus–Merzbacher disease,56469,https://en.wikipedia.org/wiki/Pelizaeus–Merzbacher_disease
Pendred syndrome,1387817,https://en.wikipedia.org/wiki/Pendred_syndrome
TRPV6,4593642,https://en.wikipedia.org/wiki/TRPV6
Enlarged vestibular aqueduct,23157341,https://en.wikipedia.org/wiki/Enlarged_vestibular_aqueduct
Pentasomy X,67288406,https://en.wikipedia.org/wiki/Pentasomy_X
Pentalogy of Cantrell,5679046,https://en.wikipedia.org/wiki/Pentalogy_of_Cantrell
Chilblains,526073,https://en.wikipedia.org/wiki/Chilblains
XX gonadal dysgenesis,5680651,https://en.wikipedia.org/wiki/XX_gonadal_dysgenesis
Whooping cough,170927,https://en.wikipedia.org/wiki/Whooping_cough
Peutz–Jeghers syndrome,1129862,https://en.wikipedia.org/wiki/Peutz–Jeghers_syndrome
Melanism,659859,https://en.wikipedia.org/wiki/Melanism
Pfeiffer syndrome,3443689,https://en.wikipedia.org/wiki/Pfeiffer_syndrome
PHACE syndrome,35913812,https://en.wikipedia.org/wiki/PHACE_syndrome
22q13 deletion syndrome,6075481,https://en.wikipedia.org/wiki/22q13_deletion_syndrome
Ring chromosome 22,67118121,https://en.wikipedia.org/wiki/Ring_chromosome_22
Phenylketonuria,23251,https://en.wikipedia.org/wiki/Phenylketonuria
Phenylalanine,38001,https://en.wikipedia.org/wiki/Phenylalanine
Nutritional genomics,1843196,https://en.wikipedia.org/wiki/Nutritional_genomics
Nutritional neuroscience,27024757,https://en.wikipedia.org/wiki/Nutritional_neuroscience
Pierre Robin sequence,6013305,https://en.wikipedia.org/wiki/Pierre_Robin_sequence
Hearing loss with craniofacial syndromes,6114520,https://en.wikipedia.org/wiki/Hearing_loss_with_craniofacial_syndromes
Glossoptosis,6017942,https://en.wikipedia.org/wiki/Glossoptosis
Pinta,13969804,https://en.wikipedia.org/wiki/Pinta
Paint.net,1312471,https://en.wikipedia.org/wiki/Paint.net
Pitt–Hopkins syndrome,25342738,https://en.wikipedia.org/wiki/Pitt–Hopkins_syndrome
Pityriasis rosea,1127948,https://en.wikipedia.org/wiki/Pityriasis_rosea
Pityriasis rubra pilaris,2154796,https://en.wikipedia.org/wiki/Pityriasis_rubra_pilaris
Plague,71054,https://en.wikipedia.org/wiki/Plague
Black Death,4501,https://en.wikipedia.org/wiki/Black_Death
Pleuropulmonary blastoma,2551382,https://en.wikipedia.org/wiki/Pleuropulmonary_blastoma
Pneumocystis pneumonia,7286863,https://en.wikipedia.org/wiki/Pneumocystis_pneumonia
Trimethoprim/sulfamethoxazole,995634,https://en.wikipedia.org/wiki/Trimethoprim/sulfamethoxazole
POEMS syndrome,1208899,https://en.wikipedia.org/wiki/POEMS_syndrome
Poland syndrome,3464988,https://en.wikipedia.org/wiki/Poland_syndrome
Pectoralis major,755375,https://en.wikipedia.org/wiki/Pectoralis_major
Patrick Clarkson,57932567,https://en.wikipedia.org/wiki/Patrick_Clarkson
Polycystic liver disease,8491630,https://en.wikipedia.org/wiki/Polycystic_liver_disease
Polycythemia vera,475368,https://en.wikipedia.org/wiki/Polycythemia_vera
Polymorphous low-grade adenocarcinoma,7454295,https://en.wikipedia.org/wiki/Polymorphous_low-grade_adenocarcinoma
Polymyalgia rheumatica,1656751,https://en.wikipedia.org/wiki/Polymyalgia_rheumatica
Glycogen storage disease type II,1010229,https://en.wikipedia.org/wiki/Glycogen_storage_disease_type_II
Henri Termeer,47922812,https://en.wikipedia.org/wiki/Henri_Termeer
Acid alpha-glucosidase,5597345,https://en.wikipedia.org/wiki/Acid_alpha-glucosidase
Pontocerebellar hypoplasia,35587668,https://en.wikipedia.org/wiki/Pontocerebellar_hypoplasia
TRNA-intron endonuclease,39057946,https://en.wikipedia.org/wiki/TRNA-intron_endonuclease
Porphyria,82978,https://en.wikipedia.org/wiki/Porphyria
Porphyria cutanea tarda,518666,https://en.wikipedia.org/wiki/Porphyria_cutanea_tarda
Variegate porphyria,518665,https://en.wikipedia.org/wiki/Variegate_porphyria
Vampire,32362,https://en.wikipedia.org/wiki/Vampire
Post-polio syndrome,381345,https://en.wikipedia.org/wiki/Post-polio_syndrome
Polio,25107,https://en.wikipedia.org/wiki/Polio
Potter sequence,1194872,https://en.wikipedia.org/wiki/Potter_sequence
Prader–Willi syndrome,54996,https://en.wikipedia.org/wiki/Prader–Willi_syndrome
Chromosome 15,3407796,https://en.wikipedia.org/wiki/Chromosome_15
Tonix Pharmaceuticals,50356497,https://en.wikipedia.org/wiki/Tonix_Pharmaceuticals
Non-coding RNA,196493,https://en.wikipedia.org/wiki/Non-coding_RNA
William V. Judy,62319921,https://en.wikipedia.org/wiki/William_V._Judy
Precocious puberty,651370,https://en.wikipedia.org/wiki/Precocious_puberty
Thelarche,756765,https://en.wikipedia.org/wiki/Thelarche
Xenoestrogen,1997887,https://en.wikipedia.org/wiki/Xenoestrogen
Pediatric gynaecology,48171880,https://en.wikipedia.org/wiki/Pediatric_gynaecology
Primary biliary cholangitis,697339,https://en.wikipedia.org/wiki/Primary_biliary_cholangitis
Ursodeoxycholic acid,1351471,https://en.wikipedia.org/wiki/Ursodeoxycholic_acid
Obeticholic acid,41598978,https://en.wikipedia.org/wiki/Obeticholic_acid
Rifampicin,928146,https://en.wikipedia.org/wiki/Rifampicin
Primary central nervous system lymphoma,5608821,https://en.wikipedia.org/wiki/Primary_central_nervous_system_lymphoma
Mir-19 microRNA precursor family,11421244,https://en.wikipedia.org/wiki/Mir-19_microRNA_precursor_family
Primary ciliary dyskinesia,641177,https://en.wikipedia.org/wiki/Primary_ciliary_dyskinesia
Primary anemia,43844219,https://en.wikipedia.org/wiki/Primary_anemia
Anencephaly,232035,https://en.wikipedia.org/wiki/Anencephaly
Angelman syndrome,18723957,https://en.wikipedia.org/wiki/Angelman_syndrome
GABRB3,14167920,https://en.wikipedia.org/wiki/GABRB3
Artificial transcription factor,6732090,https://en.wikipedia.org/wiki/Artificial_transcription_factor
Angioimmunoblastic T-cell lymphoma,11107385,https://en.wikipedia.org/wiki/Angioimmunoblastic_T-cell_lymphoma
Aniridia,849380,https://en.wikipedia.org/wiki/Aniridia
Eye color,759008,https://en.wikipedia.org/wiki/Eye_color
Corneal limbus,11600341,https://en.wikipedia.org/wiki/Corneal_limbus
Gillespie syndrome,22264695,https://en.wikipedia.org/wiki/Gillespie_syndrome
Anthrax,42898,https://en.wikipedia.org/wiki/Anthrax
Louis Pasteur,17740,https://en.wikipedia.org/wiki/Louis_Pasteur
Robert Koch,13722,https://en.wikipedia.org/wiki/Robert_Koch
Dave Sabo,2920453,https://en.wikipedia.org/wiki/Dave_Sabo
Biomedical Advanced Research and Development Authority,20003855,https://en.wikipedia.org/wiki/Biomedical_Advanced_Research_and_Development_Authority
Antiphospholipid syndrome,238273,https://en.wikipedia.org/wiki/Antiphospholipid_syndrome
Cardiolipin,1799250,https://en.wikipedia.org/wiki/Cardiolipin
Recurrent miscarriage,1166093,https://en.wikipedia.org/wiki/Recurrent_miscarriage
Low-density lipoprotein receptor-related protein 8,10233756,https://en.wikipedia.org/wiki/Low-density_lipoprotein_receptor-related_protein_8
Antisynthetase syndrome,38183776,https://en.wikipedia.org/wiki/Antisynthetase_syndrome
Thrombophilia,1415452,https://en.wikipedia.org/wiki/Thrombophilia
Antley–Bixler syndrome,16742934,https://en.wikipedia.org/wiki/Antley–Bixler_syndrome
Choanal atresia,760897,https://en.wikipedia.org/wiki/Choanal_atresia
Apert syndrome,1514889,https://en.wikipedia.org/wiki/Apert_syndrome
Aplasia cutis congenita,20918332,https://en.wikipedia.org/wiki/Aplasia_cutis_congenita
Apraxia,56458,https://en.wikipedia.org/wiki/Apraxia
Motor speech disorders,30491518,https://en.wikipedia.org/wiki/Motor_speech_disorders
Body part as an object,37198050,https://en.wikipedia.org/wiki/Body_part_as_an_object
Childhood acquired brain injury,39411526,https://en.wikipedia.org/wiki/Childhood_acquired_brain_injury
Stroke recovery,1035470,https://en.wikipedia.org/wiki/Stroke_recovery
Motor learning,487908,https://en.wikipedia.org/wiki/Motor_learning
Argininemia,31425150,https://en.wikipedia.org/wiki/Argininemia
Primary familial brain calcification,850801,https://en.wikipedia.org/wiki/Primary_familial_brain_calcification
PDGFRB,14076099,https://en.wikipedia.org/wiki/PDGFRB
Primary hyperoxaluria,16344788,https://en.wikipedia.org/wiki/Primary_hyperoxaluria
Primary hyperparathyroidism,2403282,https://en.wikipedia.org/wiki/Primary_hyperparathyroidism
Waldmann disease,23175659,https://en.wikipedia.org/wiki/Waldmann_disease
Primary lateral sclerosis,3592897,https://en.wikipedia.org/wiki/Primary_lateral_sclerosis
Primary myelofibrosis,1525923,https://en.wikipedia.org/wiki/Primary_myelofibrosis
Primary sclerosing cholangitis,864489,https://en.wikipedia.org/wiki/Primary_sclerosing_cholangitis
Cholestasis,2632843,https://en.wikipedia.org/wiki/Cholestasis
Ulcerative colitis,63531,https://en.wikipedia.org/wiki/Ulcerative_colitis
Apperceptive agnosia,17290104,https://en.wikipedia.org/wiki/Apperceptive_agnosia
Proctitis,2161913,https://en.wikipedia.org/wiki/Proctitis
Radiation proctitis,3381424,https://en.wikipedia.org/wiki/Radiation_proctitis
Laser coagulation,22835742,https://en.wikipedia.org/wiki/Laser_coagulation
Management of ulcerative colitis,6305297,https://en.wikipedia.org/wiki/Management_of_ulcerative_colitis
Progressive multifocal leukoencephalopathy,25160,https://en.wikipedia.org/wiki/Progressive_multifocal_leukoencephalopathy
Progressive myoclonus epilepsy,12502166,https://en.wikipedia.org/wiki/Progressive_myoclonus_epilepsy
Myoclonic epilepsy,3722331,https://en.wikipedia.org/wiki/Myoclonic_epilepsy
Splice site mutation,5707633,https://en.wikipedia.org/wiki/Splice_site_mutation
Progressive osseous heteroplasia,26917312,https://en.wikipedia.org/wiki/Progressive_osseous_heteroplasia
Progressive supranuclear palsy,1432909,https://en.wikipedia.org/wiki/Progressive_supranuclear_palsy
Prolactinoma,1021154,https://en.wikipedia.org/wiki/Prolactinoma
Propionic acidemia,549792,https://en.wikipedia.org/wiki/Propionic_acidemia
Propionyl-CoA,8355913,https://en.wikipedia.org/wiki/Propionyl-CoA
Protein C deficiency,4093279,https://en.wikipedia.org/wiki/Protein_C_deficiency
Proteus syndrome,485206,https://en.wikipedia.org/wiki/Proteus_syndrome
Prune belly syndrome,88983,https://en.wikipedia.org/wiki/Prune_belly_syndrome
Prurigo nodularis,5411611,https://en.wikipedia.org/wiki/Prurigo_nodularis
Pseudo-Hurler polydystrophy,5881305,https://en.wikipedia.org/wiki/Pseudo-Hurler_polydystrophy
Pseudoachondroplasia,7960257,https://en.wikipedia.org/wiki/Pseudoachondroplasia
Pseudocholinesterase deficiency,1400361,https://en.wikipedia.org/wiki/Pseudocholinesterase_deficiency
Butyrylcholinesterase,11011871,https://en.wikipedia.org/wiki/Butyrylcholinesterase
Pseudohypoparathyroidism,3535842,https://en.wikipedia.org/wiki/Pseudohypoparathyroidism
Pseudomyxoma peritonei,1887241,https://en.wikipedia.org/wiki/Pseudomyxoma_peritonei
Mucinous cystadenoma,22184522,https://en.wikipedia.org/wiki/Mucinous_cystadenoma
Pseudoxanthoma elasticum,3258157,https://en.wikipedia.org/wiki/Pseudoxanthoma_elasticum
Psittacosis,246206,https://en.wikipedia.org/wiki/Psittacosis
Pulmonary alveolar proteinosis,712697,https://en.wikipedia.org/wiki/Pulmonary_alveolar_proteinosis
Tadalafil,382271,https://en.wikipedia.org/wiki/Tadalafil
Haemodynamic response,971305,https://en.wikipedia.org/wiki/Haemodynamic_response
Discovery and development of phosphodiesterase 5 inhibitors,41069188,https://en.wikipedia.org/wiki/Discovery_and_development_of_phosphodiesterase_5_inhibitors
Pure autonomic failure,3058906,https://en.wikipedia.org/wiki/Pure_autonomic_failure
Pycnodysostosis,17191605,https://en.wikipedia.org/wiki/Pycnodysostosis
Pyoderma gangrenosum,3114537,https://en.wikipedia.org/wiki/Pyoderma_gangrenosum
Pyridoxine-dependent epilepsy,24011178,https://en.wikipedia.org/wiki/Pyridoxine-dependent_epilepsy
